localizacao,tipo,titulo,descricao_detalhada,video,imagens,links,audio,user_id,id
"-23.934917,-46.327547",bairro,Centro Histórico,"O Centro Histórico de Santos, com suas ruas de paralelepípedos e casarões coloniais, é um verdadeiro tesouro histórico e arquitetônico. Fundada em 1545, a cidade passou por diversas fases, desde povoado até a metrópole que conhecemos hoje.
Um Pouco de História:
A região central de Santos começou a ser povoada em 1540, por colonizadores que integravam a expedição de Martim Afonso, fundador de São Vicente. Ele distribuiu terras ao redor da ilha, e Brás Cubas ficou com a área onde hoje se encontra Santos. O povoado, que se desenvolveu ao redor do Outeiro de Santa Catarina, foi elevado à Vila em 1545. Existem algumas hipóteses para a origem do nome ""Santos"", uma delas é que ele deriva da Santa Casa de Misericórdia de Todos os Santos, a primeira do Brasil.
O Porto, que antes ficava na Ponta da Praia, foi transferido para a frente do Outeiro de Santa Catarina, impulsionando o desenvolvimento da vila. Em 1839, graças a José Bonifácio, Santos foi elevada à condição de cidade.
Arquitetura: Uma Viagem no Tempo
O desenvolvimento do Centro Histórico de Santos levou décadas, e sua arquitetura reflete os diversos estilos que influenciaram a região ao longo dos anos. A presença de imigrantes de diferentes partes do mundo contribuiu para a riqueza arquitetônica da cidade. O estilo barroco, predominante nos séculos XVII e XVIII, pode ser visto em muitas construções do centro histórico. Além disso, há edifícios em estilos eclético (Teatro Coliseu), neogótico (Catedral de Santos), neoclássico (Casa da Frontaria Azulejada), neo-renascentista (Estação do Valongo) e beaux-arts (Bolsa do Café).
Explorando o Centro Histórico
Uma ótima forma de conhecer o centro de Santos é através do bonde turístico. O passeio de 40 minutos percorre 5 km pelo centro histórico, com um guia contando a história de cada ponto turístico. O bonde parte da Estação do Valongo e os horários variam de acordo com o dia da semana.
Roteiro a Pé pelo Centro Histórico
Para explorar o centro histórico em detalhes, você pode fazer um roteiro a pé:
 * Fábrica de Cultura (antiga Cadeia Velha): Comece o passeio pela antiga cadeia, que hoje abriga a fábrica de cultura, com diversos cursos gratuitos.
 * Monte Serrat: Suba o monte de bonde ou a pé para ter uma vista panorâmica de Santos e conhecer a igreja de Nossa Senhora do Monte Serrat, padroeira da cidade.
 * Teatro Guarani: Visite o primeiro teatro construído em Santos, que foi restaurado e reaberto ao público.
 * Santuário de Santo Antônio do Valongo: Admire a arquitetura barroca deste santuário, um dos mais importantes do Brasil.
 * Museu Pelé: Conheça a história de um dos maiores jogadores de futebol de todos os tempos neste museu interativo.
 * Casa da Frontaria Azulejada: Encante-se com a fachada desta casa, revestida de azulejos portugueses.
 * Museu do Café e Bolsa do Café de Santos: Descubra a história do café em Santos e experimente diferentes tipos de café na cafeteria do museu.
 * Conjunto do Carmo e Panteão dos Andradas: Visite este conjunto arquitetônico histórico, que abriga os restos mortais de José Bonifácio e seus irmãos.
 * Monumento Abraço Cubas: Homenagem ao fundador de Santos, esta estátua é um marco na cidade.
 * Prédio da Alfândega: Conheça este imponente prédio, que abriga um museu sobre mercadorias falsificadas.
 * Casa do Trem Bélico: Veja a exposição permanente sobre armaria neste prédio histórico.
 * Outeiro de Santa Catarina: Explore o local onde tudo começou, o marco inicial do povoamento de Santos.
 * Teatro Coliseu: Assista a um espetáculo neste teatro histórico, que já recebeu grandes nomes da arte.
 * Catedral de Santos: Admire a beleza desta catedral, um dos cartões postais da cidade.
Onde Comer no Centro Histórico
Após um dia explorando o centro histórico, você pode saborear a culinária local em um dos restaurantes da região:
 * Café Carioca: Experimente os famosos sanduíches de pernil e pastéis deste café tradicional.
 * Tasca do Porto: Saboreie pratos portugueses autênticos e, no último sábado de cada mês, assista a um show de fado.
 * Porta do Sol: Delicie-se com a culinária espanhola e frutos do mar deste restaurante com mais de 50 anos de história.
Outras Atrações no Centro Histórico
Além dos pontos turísticos e restaurantes, o centro de Santos oferece outras opções de lazer e compras. Você pode encontrar lojas de roupas, livrarias, cafés, bares e muito mais.
Hospedagem no Centro Histórico	
Para se hospedar no centro de Santos, uma boa opção é o Ibis Santos Valongo, que fica próximo à rodoviária e oferece conforto e praticidade.
Dicas Extras
 * Não deixe de experimentar o café de Santos, famoso por sua qualidade e sabor.
 * Se você gosta de futebol, não perca a oportunidade de visitar o Museu Pelé.
 * Para uma experiência cultural autêntica, assista a um show de fado na Tasca do Porto.
 * Se você está procurando por compras, o centro de Santos oferece uma variedade de lojas para todos os gostos.
O Centro Histórico de Santos é um lugar rico em história, cultura e arquitetura. Ao explorar suas ruas e edifícios, você fará  uma viagem no tempo e descobrirá a beleza e a importância desta cidade.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/zbcm0ifwm1s.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/sptz4oa9jd.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/ywcx69mviwb.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/hn8by3nigz.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/xk8cavab86t.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/hy1r3jdif2g.png",,,,101
"-23.957587,-46.337763",bairro,Campo Grande,"Um bairro quase majoritariamente residencial, que lembra um pouco cidade do interior, mas com uma área de mais de 1,1 milhão de metros quadrados, que une tradição e modernidade. O espaço, inicialmente formado apenas por um grande campo pantanoso com matagal, brejo e animais selvagens, viu sua história mudar no final do século 19, com a implementação da linha de bondes da extinta Companhia City, a famosa Linha 7, que passava pelo canal 2, hoje tomada por arranha-céus.

Algumas instituições que estão localizada nesse bairro como a Sociedade de Melhoramentos do Campo Grande, situada na Rua Marquês de São Vicente, o Centro Espanhol e Repatriação de Santos e a Sociedade União Portuguesa. Conta com as UMEs Ayrton Senna da Silva, Barão do Rio Branco, Olavo Bilac, a Policlínica Campo Grande, o Centro de Referência em Saúde Auditiva, o Centro de Atenção Psicossocial Infantojuvenil #tamojunto, o Núcleo de Apoio Psicossocial V (Naps V) e a Vila Criativa Campo Grande.
",,,,,,102
"-23.931833,-46.334125",lazer,Burakos Bar,"Bar alternativo e underground em Santos, com foco em música independente (rock, punk, hip‑hop, experimental), arte urbana e eventos criativos — incluindo feiras de arte, vinil e grafites locais. Um espaço autêntico da cena cultural da cidade.

Endereço: R. Brás Cubas, 397 – Vila Nova, Santos – SP
",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/bbssgbdvqm8.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/mr56k9rg0s.jpg",,,,105
"-23.931421,-46.334057",educação,Educafro Valongo,"A EDUCAFRO é um cursinho popular que promove o acesso à educação superior para jovens, sobretudo pobres e negros(es, as), oferecendo formação acadêmica, cidadã e cultural com perspectiva antirracista. Na Baixada Santista, está presente desde 2001, consolidando-se como referência em cursos preparatórios para vestibulares e ENEM.

O núcleo Valongo está localizado em área central e acessível, favorecendo a participação de estudantes de diferentes regiões, incluindo localidades de maior vulnerabilidade social. O bairro possui relevância histórica e simbólica para Santos, e a presença da EDUCAFRO reforça seu compromisso com a valorização da memória, da diversidade e das trajetórias de grupos historicamente marginalizados, atuando como ferramenta de inclusão e reconhecimento social.

As aulas ocorrem de segunda a sexta-feira, das 19h às 22h, e aos sábados, das 8h às 20h, com o apoio de uma ampla rede de voluntários que acompanha cerca de 100 estudantes.

Endereço: R. Marquês de Herval, 24 – Valongo, Santos – SP, 11010-310 - (atualmente funciona da escola Barnabé, em Santos)
Telefone: (13) 98838-3085",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/zuglvlp30ms.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/lhe7jlvs33.png",https://www.facebook.com/educafrovalongo/?locale=pt_BR,,,106
"-23.932127,-46.332356",historico,Casa da Frontaria Azulejada,"Edifício histórico tombado, construído em meados do século XIX, famoso pela fachada revestida de azulejos portugueses. Funcionava como entreposto comercial, e hoje abriga eventos culturais e exposições promovidas pela Fundação Arquivo e Memória de Santos, mantendo viva a memória arquitetônica da cidade.

 Endereço: Rua do Comércio, 92 – Centro Histórico, Santos – SP
",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/nutwx9s5ic.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/gsxwruh7plb.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/08i503pzfcls.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/3l3i1l08ejy.jpg",https://pt.wikipedia.org/wiki/Casa_da_Frontaria_Azulejada,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/audios/audio_l7phm5pniki.wav,,107
"-23.931044,-46.333589",historico,Estação do Bonde Histórico de Santos,"A Estação do Bonde Histórico de Santos é o ponto de partida da Linha Turística do Bonde, que oferece passeios pelo Centro Histórico da cidade, permitindo aos visitantes conhecer pontos turísticos e culturais de forma única e nostálgica.

Endereço:
Largo Marquês de Monte Alegre, nº 2 – Valongo, Santos – SP

Horário de Funcionamento:
De terça a sexta-feira: das 11h às 17h, com saídas a cada 1 hora.
Sábados: das 10h30 às 17h, com saídas a cada 40 minutos.
Domingos: das 10h30 às 13h, com saídas a cada 40 minutos; das 13h às 17h, saídas a cada 1 hora.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/yrjem2vfgzh.jpg,https://www.turismosantos.com.br/pt-br/content/bonde-linha-turistica,,,108
"-23.9608,-46.3331",comunidades,Escola de Samba Brasil,"Foi a primeira escola de samba na Baixada Santista e uma das pioneiras no Brasil. Foi efetivamente fundada em 10 de maio de 1949, mas sua origem remonta aos carnavais de 1939 e 1941. Representa um marco histórico importante na cultura negra e no samba de Santos.",,,,,,109
"-23.9608,-46.3331",cultura,Coletivo de Capoeira e Cultura Popular,"Aulas de capoeira, musicalidade e rodas de samba para crianças. Espaço dedicado à preservação e transmissão da cultura afro-brasileira através de atividades educativas e culturais para jovens e crianças da comunidade.",,,,,,110
"-23.96,-46.33",historico,Quilombo do Pai Felipe,"O Quilombo do Pai Felipe era um lugar frequentado por políticos e lideranças abolicionistas, que nos finais de semana se deslocavam até lá para ouvir batuques e dançar samba. Representa um importante espaço de resistência e cultura negra durante o período da escravidão.",,,,,,111
"-23.9729439,-46.3243237",comunidades,Batalha da Conselheiro,"Realizada pela juventude negra por oito anos na Baixada Santista, uniu música, rima, MCs, performances e muita rua. Evento cultural que fortaleceu a identidade e expressão artística da juventude negra local através do hip-hop e outras manifestações culturais urbanas.",,,,,,112
"-23.9655484,-46.4237595",religiao,Igreja Santa Josefina Bakhita,"Igreja dedicada à Santa Josefina Bakhita, santa africana canonizada pela Igreja Católica. Representa a presença e valorização da religiosidade afro-cristã na comunidade santista, servindo como espaço de fé e resistência cultural.",,,,,,113
"-23.9328353,-46.3305138",cultura,"Clube do Choro ","Fundado em 23 de abril de 2002, tem como patrono Aníbal Augusto Sardinha (Garoto). Realiza ações buscando salvaguardar e fomentar o gênero musical do choro. José Theodoro dos Santos Pereira foi um português que ajudou a manter o Quilombo do Jabaquara e comunicava aos abolicionistas a descida de escravos fugidos pela Serra do Mar, representando a solidariedade na luta abolicionista.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/qugjm2g7yal.jpeg,,,,115
"-23.9608,-46.3331",religiao,Terreiro de Matriz Africana,"Território de mocumbas brasileiras e culto tradicional iorubá. É a casa de orixá do Pai Thiago e Mãe Rayma. Espaço sagrado dedicado à preservação e prática das tradições religiosas de matriz africana, servindo como centro de resistência cultural e espiritual para a comunidade afro-descendente de Santos.",,,,,,116
"-23.947586,-46.362971",historico,Antigo Engenho dos Erasmos,"Antigo engenho que hoje em dia funciona como um monumento histórico de Santos. Representa um importante marco da história colonial brasileira e da escravidão, servindo como testemunho da exploração do trabalho escravo na produção açucareira e como espaço de memória e reflexão sobre esse período histórico.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/le03rhzqd2.jpg,,,,118
"-23.9608,-46.3331",comunidades,Escola de Samba de Santos (Carminda de Jesus),"Fundada por Carminda de Jesus em 1949. Representa mais uma importante contribuição feminina para a cultura do samba em Santos, destacando o papel fundamental das mulheres negras na preservação e transmissão das tradições culturais afro-brasileiras na cidade.",,,,,,119
"-23.9470363,-46.3536089",comunidades,Escola de Samba Unidos dos Morros,"Escola tradicional da cidade, símbolo da resistência cultural e da presença negra no samba santista. Representa a força e a tradição do samba nas comunidades dos morros de Santos, sendo um importante espaço de organização comunitária e preservação cultural.",,,,,,121
"-23.9380795,-46.3871576",cultura,Arte no Dique / Espaço Marielle Franco,"Projeto social e cultural na Zona Noroeste que promove oficinas, arte e cidadania, valorizando a cultura periférica. Espaço dedicado à memória de Marielle Franco e ao fortalecimento da cultura das periferias, oferecendo atividades educativas e culturais que empoderam a comunidade local.",,,,,,122
"-23.9537362,-46.322623",religiao,Sociedade Espírita do Anjo da Guarda,"Criada por Maria Patrícia Fagundes em 1883. Maria era parteira e também conhecida como Mãe Preta, considerada a 'mãe de todos os santistas'. Representa a importante contribuição das mulheres negras na assistência social e espiritual da comunidade, destacando o papel fundamental das parteiras e cuidadoras negras na história de Santos.",,,,,,123
"-23.9608,-46.3331",cultura,Coletivo de Capoeira e Cultura Popular,"Aulas de capoeira, musicalidade e rodas de samba para crianças. Espaço dedicado à preservação e transmissão da cultura afro-brasileira através de atividades educativas e culturais para jovens e crianças da comunidade.",,,,,,125
"-23.96,-46.33",historico,Quilombo do Pai Felipe,"O Quilombo do Pai Felipe era um lugar frequentado por políticos e lideranças abolicionistas, que nos finais de semana se deslocavam até lá para ouvir batuques e dançar samba. Representa um importante espaço de resistência e cultura negra durante o período da escravidão.",,,,,,126
"-23.9575511,-46.310904",comunidades,Escola de Samba X-9 / Irmandade Nossa Senhora do Rosário dos Homens Pretos,"Fundada em 26 de janeiro de 1985, cujo objetivo não é só ser uma escola de samba, mas também promover atividades culturais, sociais e esportivas. A Irmandade promove a religiosidade e o cuidado à população negra escravizada de Santos, sendo fundada em 1652 e localizada no centro da cidade. Representa a união entre tradição religiosa e cultural afro-brasileira.",,,,,,129
"-23.9608,-46.3331",religiao,Terreiro de Matriz Africana,"Território de mocumbas brasileiras e culto tradicional iorubá. É a casa de orixá do Pai Thiago e Mãe Rayma. Espaço sagrado dedicado à preservação e prática das tradições religiosas de matriz africana, servindo como centro de resistência cultural e espiritual para a comunidade afro-descendente de Santos.",,,,,,131
"-23.9537362,-46.322623",religiao,Sociedade Espírita do Anjo da Guarda,"Criada por Maria Patrícia Fagundes em 1883. Maria era parteira e também conhecida como Mãe Preta, considerada a 'mãe de todos os santistas'. Representa a importante contribuição das mulheres negras na assistência social e espiritual da comunidade, destacando o papel fundamental das parteiras e cuidadoras negras na história de Santos.",,,,,,138
"-23.9326167,-46.3242661",historico,Quilombo José Theodoro dos Santos Pereira (Garrafão),"O Quilombo José Theodoro dos Santos Pereira, também conhecido como Quilombo do Garrafão, foi um importante espaço de resistência e liberdade em Santos, durante o período da escravidão. Localizado onde hoje se encontra a Praça Antônio Teles, no Centro Histórico da cidade, o quilombo representava um refúgio para homens e mulheres que ousaram romper com a ordem opressora e buscar uma vida digna fora das correntes do cativeiro. 

O nomo desse quilombo faz referência a José Theodoro dos Santos Pereira, o Santos Garrafão, português que auxiliou abolicionistas e ajudou a manter o Quilombo do Jabaquara, sendo lembrado pela solidariedade e coragem de apoiar os que fugiam pela Serra do Mar. Contudo, o verdadeiro protagonista dessa história é o próprio quilombo — expressão concreta da resistência negra e símbolo da luta pela liberdade em uma cidade profundamente marcada pela escravidão.

Hoje, não existe nenhuma placa ou sinal que indique a existência desse lugar relevante para a história de Santos e para a luta abolicionista. O esquecimento do Quilombo do Garrafão revela como parte significativa da memória coletiva permanece invisibilizada, reduzindo a presença negra e sua contribuição à liberdade a notas marginais da história oficial.


",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/1f5a4rlxq5x.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/h271cl4la0q.png",,,,139
"-23.930980,-46.358589",saude,Policlínica da Alemoa e Chico de Paula,"A Policlínica da Alemoa e Chico de Paula é uma unidade de Atenção Básica em Santos, servindo como a principal porta de entrada ambulatorial do SUS para cerca de 9.600 moradores da Alemoa, Chico de Paula, Vila Haddad e parte do Saboó. Sua atuação é focada na promoção, prevenção e recuperação da saúde, oferecendo serviços como consultas médicas, procedimentos de enfermagem (curativos e inalação) e o desenvolvimento de grupos de apoio e programas específicos de saúde, como o ""Pelotão da Saúde"". 

Contudo, a unidade enfrenta desafios periódicos. Questões críticas incluem a interdição do consultório odontológico em junho de 2025 devido a uma infestação de cupins, além de reclamações anteriores sobre a falta de médicos (registradas em 2018) e debates sobre a necessidade de melhorias na gestão dos serviços. A equipe é composta por profissionais de saúde da atenção básica, e o contato e funcionamento da Policlínica são:

    Endereço: Rua Afonsina Proost de Souza, s/nº - Alemoa (Vila Haddad), Santos - SP.

    Telefone: (13) 3299-7855.

    E-mail: seub-acp@santos.sp.gov.br.

    Horário de Funcionamento: Segunda a Sexta-feira, das 7h às 17h.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/h5hr9dzfko.jpg,https://camarasantos.sp.gov.br/publico/include/download.php?file=4835,,,208
"-23.9713854,-46.318503",saude,Policlínica Aparecida,"Av. Pedro Lessa, 1728. Tel: (13) 3231-6548. E-mail: ubs-aparecida@santos.sp.gov.br. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,,,,,209
"-23.945547,-46.373410",saude,Policlínica Areia Branca,"Rua Francisco Lourenço Gomes, 118. Tel: (13) 3291-5816. E-mail: usf-areiabranca@santos.sp.gov.br. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/la04m4k9la.jpg,https://www.santos.sp.gov.br/?q=local/policlinica-da-areia-branca,,,210
"-23.9360414,-46.3808663",saude,Policlínica Bom Retiro,"Rua João Fraccaroli, s/nº. Tel: (13) 3299-7669. E-mail: usf-bomretiro@santos.sp.gov.br. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,,,,,211
"-23.955440,-46.343519",saude,Policlínica Campo Grande,"Rua Carvalho de Mendonça, 607. Tel: (13) 3239-3039. E-mail: ubs-campogrande@santos.sp.gov.br. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,,,,,212
"-23.9443341,-46.3692732",saude,Policlínica Caneleira,"Rua Adriano de Campos Tourinho, 705 - Santa Maria. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,,,,,213
"-23.9433185,-46.3877873",saude,Hospital e Maternidade Municipal Dr. Silvério Fontes,"Rua Agamenon Magalhães s/nº - Castelo. Tel: (13) 3209-8000. Horário de Funcionamento: De segunda a sexta-feira, das 7 às 17 horas",,,,,,214
"-23.96154455,-46.31650736",esporte,Palmares Skate Park,"Espaço vibrante e comunitário integrado à Praça Palmares, com pista de skate, iluminação, bancos e canteiros. Ideal para treinos técnicos, recreação e eventos culturais ao ar livre. O busto de Zumbi dos Palmares reforça o vínculo histórico e cultural.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753197223225-hrdkba.webp,,,,215
"-23.97701978,-46.38835430",Engenharia,Ponte Pênsil de São Vicente,"Inaugurada em 21 de maio de 1914 como a primeira ponte suspensa do Brasil, com 180 m de extensão e torres de cerca de 23 m. Projetada por Saturnino de Brito para o transporte de tubulações sanitárias, tornou-se cartão‑postal e marco da engenharia local. Preserva elementos originais e é tombada como patrimônio histórico municipal.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753797922687-uyuwl2.jpg,,,,216
"-23.96891210,-46.38690600",Patrimônio Histórico,Casa Martim Afonso,"Símbolo da fundação da primeira vila do Brasil em 22 de janeiro de 1532 por Martim Afonso de Sousa. A edificação atual foi construída em 1895 pelo Barão de Piracicaba e inaugurada em 2000 como espaço cultural. Inclui a “Casa de Madeira” que abriga o Sítio Arqueológico Bacharel: vestígio de parede em taipa datada de 1510–1520, considerada a construção mais antiga do país. O local abriga o Centro de Documentação e Memória de São Vicente (CEDOM), exposições permanentes, acervo arqueológico e programação cultural anual com encenações, oficinas e eventos.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798390980-g8hvhn.jpg,,,,217
"-23.93342830,-46.32249980",historico,Outeiro de Santa Catarina,"Marcos iniciais da vila de Santos no século XVI: Luís de Góes e Catarina de Aguillar ergueram ali a capela de Santa Catarina de Alexandria, junto com a primeira Santa Casa em 1543. O outeiro serviu como fonte de pedras para o calçamento e expansão do porto até o século XIX. Em torno de 1880–84, o médico italiano João Éboli ergueu uma casa acastelada sobre a rocha remanescente, com estilo que remete a um pequeno castelo. Tombado na década de 1980 como patrimônio histórico, cultural, artístico e arqueológico, pertence hoje à Fundação Arquivo e Memória de Santos, com museu e intervenções visuais, incluindo painel de azulejos instalado em 1996. Reconhecido como marco inicial pelo município em 22 de outubro de 1922.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753797782587-7yqeny.jpg,,,,218
"-23.94817887,-46.35479245",turismo,Lagoa da Saudade,"Localizada no Morro da Nova Cintra, a Lagoa da Saudade é um recanto natural cercado por vegetação e lendas locais. Um dos pontos mais tranquilos e simbólicos de Santos, onde há também uma estátua em homenagem a Mãe d'Água. O local é muito visitado por moradores e turistas em busca de sossego e contemplação.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753190349035-1m1p03.jpg,,,,219
"-23.93557428,-46.33244205",historico,Cadeia Velha (Casa de Câmara e Cadeia),"Construída a partir de 1839 no antigo Campo da Chácara (atual Praça dos Andradas), abrigou Câmara Municipal, Fórum e cadeia até 1958. Serviu também como quartel durante a Guerra do Paraguai, alojou presos políticos e foi tombada pelo IPHAN. Após restauração, tornou‑se sede da Oficina Pagu e da Fábrica de Cultura 4.0.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753198903957-77djn2.jpeg,,,,220
"-23.96476724,-46.36234582",Mirante / Esporte,Morro da Asa Delta (Morro do Voturuá),"Com 180 m de altitude, o Morro da Asa Delta — também conhecido como Morro do Voturuá ou Itararé — oferece vistas panorâmicas da Baixada Santista, incluindo Santos, São Vicente, Praia Grande, Cubatão e Guarujá. Frequentado por praticantes de voo livre, o local permite voos duplos de asa‑delta e parapente, com duração de até 20 minutos dependendo das condições climáticas. É possível subir a pé, de carro ou teleférico, tornando-se uma experiência única para aventureiros e apreciadores de paisagens naturais.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753726356199-66siu5.jpg,,,,221
"-23.99005741,-46.30638835",museu,Museu de Pesca,"Museu dedicado à pesca e vida marinha, localizado em um antigo forte. Possui esqueleto de baleia e exposições sobre a história da pesca no litoral paulista.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753188883235-6n4obc.jpg,,,,222
"-23.97215720,-46.35004960",monumento,Escultura 100 Anos da Imigração Japonesa,"Monumento criado pela artista Tomie Ohtake em homenagem aos 100 anos da imigração japonesa no Brasil. Localizada na Praça da Independência, a escultura representa a união entre Brasil e Japão.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images//escultura.webp,,,,223
"-23.979038,-46.368313",Monumento,Memorial dos 500 Anos,"Projeto de Oscar Niemeyer inaugurado em 2000 para celebrar os 500 anos do descobrimento do Brasil. Localizado na Ilha Porchat, oferece plataforma panorâmica com vista de Santos e São Vicente, além de espaço expositivo sobre a história da região.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798164620-s6auo8.jpg,,,,224
"-23.98639251,-46.31336957",histórico,Farol Quebrado do Canal 6,"Ruínas do antigo farol de sinalização no mar, erguido no início dos anos 1960 junto ao Canal 6, que orientava navios na entrada da baía de Santos. Foi parcialmente demolido em 2009, mas resistiu graças à mobilização popular. Hoje é ponto de contemplação, com projetos futuros para instalação de coluna d’água iluminada no local.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753198930430-fr498n.jpg,,,,225
"-23.98620512,-46.30826036",turismo,Aquário Municipal,"O Aquário Municipal de Santos localiza-se no bairro da Ponta da Praia, na cidade de Santos, estado de São Paulo, Brasil. ",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753184131476-ssvljv.jpg,,,,226
"-23.99489437,-46.30689561",Fortificação,Fortaleza da Barra Grande,"Construída em 1584 pelos espanhóis durante a União Ibérica, a fortaleza foi posteriormente ampliada pelos portugueses para proteger o estuário do Porto de Santos. Possui arquitetura militar típica do período colonial e já abrigou artilharia pesada. Durante séculos teve papel estratégico na defesa contra corsários e invasões. Restaurada e reaberta ao público em 2010, é hoje um importante ponto turístico e educativo, com vista panorâmica da baía e exposições sobre a história da região. Tombada como patrimônio histórico pelo IPHAN.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753799946158-b4wc9w.jpg,,,,227
"-23.94759978,-46.36294305",histórico,Engenho dos Erasmos,"Também conhecido como Engenho São Jorge dos Erasmos, é uma das mais antigas estruturas coloniais do Brasil, datada do início do século XVI. Foi um importante engenho de açúcar operado por mão de obra indígena e escravizada. Suas ruínas representam a história da colonização portuguesa e da economia açucareira no Brasil. Hoje é um sítio arqueológico tombado e aberto à visitação.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753190382527-ilvgn5.jpg,,,,228
"-23.96871800,-46.38813260",Cultural,Parque Cultural Vila de São Vicente,"Espaço inaugurado em 2001 que recria a Vila de 1532 com obras renascentistas, Pelourinho, Casachapadinha e encenações históricas. Construções feitas com técnicas tradicionais (telhas e madeiras artesanais). Inclui museu, comércios simbólicos e representações vivas do período colonial.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753797826410-9e7ocl.jpg,,,,229
"-23.99072545,-46.30704848",lazer,Deck do Pescador,"Um ponto turístico e cartão postal da cidade, localizado na Ponta da Praia, conhecido por sua vista privilegiada da entrada e saída de navios do porto de Santos e também por ser um local procurado para a pesca. ",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754398460726-exggw2.webp,,,,230
"-23.93682160,-46.32440840",Religioso,Catedral de Santos,"Templo neogótico iniciado em 1909, em estilo projetado pelo engenheiro alemão Maximilian Emil Hehl; possui vitrais importados da Alemanha, afrescos imponentes e esculturas em granito na fachada. Funcionou parcialmente desde os anos 1920 e foi concluída em 1967. Atualmente é sede da Diocese de Santos.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798346188-2tb9cc.jpg,,,,231
"-23.94419749,-46.33284273",lazer,Centro Cultural Patrícia Galvão,"O Teatro Patrícia Galvão é um dos principais espaços culturais de Santos, conhecido por sua arquitetura e por abrigar diversas produções teatrais e eventos culturais ao longo do ano. O teatro leva o nome de Pagu, uma importante feminista, militante de esquerda e artista de Santos.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754069068393-epv96k.jpg,,,,232
